Running compare_preferences with the following options:
Using distance function Jensen-Shannon
Using sites [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328, 329, 330, 331, 332, 333, 334, 335, 336, 337, 338, 339, 340, 341, 342, 343, 344, 345, 346, 347, 348, 349, 350, 351, 352, 353, 354, 355, 356, 357, 358, 359, 360, 361, 362, 363, 364, 365, 366, 367, 368, 369, 370, 371, 372, 373, 374, 375, 376, 377, 378, 379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393, 394, 395, 396, 397, 398, 399, 400, 401, 402, 403, 404, 405, 406, 407, 408, 409, 410, 411, 412, 413, 414, 415, 416, 417, 418, 419, 420, 421, 422, 423, 424, 425, 426, 427, 428, 429, 430, 431, 432, 433, 434, 435, 436, 437, 438, 439, 440, 441, 442, 443, 444, 445, 446, 447, 448, 449, 450, 451, 452, 453, 454, 455, 456, 457, 458, 459, 460, 461, 462, 463, 464, 465, 466, 467, 468, 469, 470, 471, 472, 473, 474, 475, 476, 477, 478, 479, 480, 481, 482, 483, 484, 485, 486, 487, 488, 489, 490, 491, 492, 493, 494, 495, 496, 497, 498]
Running in output directory /fh/fast/bloom_j/grp/mapmuts/examples/2015_NP_homolog_comparison/compare_prefs_output/
Performing comparisons between the following pairs of groups:

Comparison #1:
Comparing Aichi/1968 previous study vs Aichi/1968 current study
Preference files for Aichi/1968 previous study: ['Aichi68A_replicate_1_prefs.txt', 'Aichi68A_replicate_2_prefs.txt', 'Aichi68A_replicate_3_prefs.txt', 'Aichi68A_replicate_4_prefs.txt', 'Aichi68B_replicate_1_prefs.txt', 'Aichi68B_replicate_2_prefs.txt', 'Aichi68B_replicate_3_prefs.txt', 'Aichi68B_replicate_4_prefs.txt']
Preference files for Aichi/1968 current study: ['Aichi68C_replicate_1_prefs.txt', 'Aichi68C_replicate_2_prefs.txt']
----------------

Comparison #2:
Comparing Aichi/1968 vs PR/1934
Preference files for Aichi/1968: ['Aichi68A_replicate_1_prefs.txt', 'Aichi68A_replicate_2_prefs.txt', 'Aichi68A_replicate_3_prefs.txt', 'Aichi68A_replicate_4_prefs.txt', 'Aichi68B_replicate_1_prefs.txt', 'Aichi68B_replicate_2_prefs.txt', 'Aichi68B_replicate_3_prefs.txt', 'Aichi68B_replicate_4_prefs.txt', 'Aichi68C_replicate_1_prefs.txt', 'Aichi68C_replicate_2_prefs.txt']
Preference files for PR/1934: ['PR8_replicate_1_prefs.txt', 'PR8_replicate_2_prefs.txt', 'PR8_replicate_3_prefs.txt']
----------------

Comparison #3:
Comparing Aichi/1968 vs HA
Preference files for Aichi/1968: ['Aichi68A_replicate_1_prefs.txt_stripped', 'Aichi68A_replicate_2_prefs.txt_stripped', 'Aichi68A_replicate_3_prefs.txt_stripped', 'Aichi68A_replicate_4_prefs.txt_stripped', 'Aichi68B_replicate_1_prefs.txt_stripped', 'Aichi68B_replicate_2_prefs.txt_stripped', 'Aichi68B_replicate_3_prefs.txt_stripped', 'Aichi68B_replicate_4_prefs.txt_stripped', 'Aichi68C_replicate_1_prefs.txt_stripped', 'Aichi68C_replicate_2_prefs.txt_stripped']
Preference files for HA: ['WSN_HA_rep1_prefs.txt_stripped', 'WSN_HA_rep2_prefs.txt_stripped', 'WSN_HA_rep3_prefs.txt_stripped']
----------------

Beginning comparision: Aichi/1968 previous study vs Aichi/1968 current study
Found r_diff of 0.405765 for scaling parameter of 2.940000.
Found r_diff of 0.410205 for scaling parameter of 2.960000.
Found r_diff of 0.395894 for scaling parameter of 2.980000.
Found r_diff of 0.365013 for scaling parameter of 3.000000.
Found r_diff of 0.375517 for scaling parameter of 3.020000.
Found r_diff of 0.385749 for scaling parameter of 3.040000.
Found r_diff of 0.394705 for scaling parameter of 3.060000.
Found r_diff of 0.386598 for scaling parameter of 3.080000.
Found r_diff of 0.380537 for scaling parameter of 3.100000.
Found r_diff of 0.381340 for scaling parameter of 3.120000.
Found r_diff of 0.387219 for scaling parameter of 3.140000.
Found r_diff of 0.375515 for scaling parameter of 3.160000.
Found r_diff of 0.376901 for scaling parameter of 3.180000.
Found r_diff of 0.399161 for scaling parameter of 3.200000.
Found r_diff of 0.391980 for scaling parameter of 3.220000.
Found r_diff of 0.377360 for scaling parameter of 3.240000.
Found r_diff of 0.387419 for scaling parameter of 3.260000.
Found r_diff of 0.380663 for scaling parameter of 3.280000.
Found r_diff of 0.396506 for scaling parameter of 3.300000.
Found r_diff of 0.369339 for scaling parameter of 3.320000.
Found r_diff of 0.351826 for scaling parameter of 3.340000.
Found r_diff of 0.380436 for scaling parameter of 3.360000.
Found r_diff of 0.376727 for scaling parameter of 3.380000.
Found r_diff of 0.376760 for scaling parameter of 3.400000.
Found r_diff of 0.365515 for scaling parameter of 3.420000.
Found r_diff of 0.378756 for scaling parameter of 3.440000.
Found r_diff of 0.370134 for scaling parameter of 3.460000.
Found r_diff of 0.361233 for scaling parameter of 3.480000.
Found r_diff of 0.371662 for scaling parameter of 3.500000.
Found r_diff of 0.349325 for scaling parameter of 3.520000.
Found r_diff of 0.369015 for scaling parameter of 3.540000.
Found r_diff of 0.362270 for scaling parameter of 3.560000.
Found r_diff of 0.360513 for scaling parameter of 3.580000.
Found r_diff of 0.371490 for scaling parameter of 3.600000.
Found r_diff of 0.354949 for scaling parameter of 3.620000.
Found r_diff of 0.373365 for scaling parameter of 3.640000.
Found r_diff of 0.372472 for scaling parameter of 3.660000.
Found r_diff of 0.366924 for scaling parameter of 3.680000.
Found r_diff of 0.370452 for scaling parameter of 3.700000.
Found r_diff of 0.375058 for scaling parameter of 3.720000.
Found r_diff of 0.351534 for scaling parameter of 3.740000.
Found r_diff of 0.367518 for scaling parameter of 3.760000.
Found r_diff of 0.366385 for scaling parameter of 3.780000.
Found r_diff of 0.352424 for scaling parameter of 3.800000.
Found r_diff of 0.362394 for scaling parameter of 3.820000.
Found r_diff of 0.345401 for scaling parameter of 3.840000.
Found r_diff of 0.362771 for scaling parameter of 3.860000.
Found r_diff of 0.352657 for scaling parameter of 3.880000.
Found r_diff of 0.338045 for scaling parameter of 3.900000.
Found r_diff of 0.352388 for scaling parameter of 3.920000.
Found r_diff of 0.344654 for scaling parameter of 3.940000.
Found r_diff of 0.356997 for scaling parameter of 3.960000.
Found r_diff of 0.349680 for scaling parameter of 3.980000.
Found r_diff of 0.362552 for scaling parameter of 4.000000.
Found r_diff of 0.357268 for scaling parameter of 4.020000.
Found r_diff of 0.347737 for scaling parameter of 4.040000.
Found r_diff of 0.343118 for scaling parameter of 4.060000.
Found r_diff of 0.364531 for scaling parameter of 4.080000.
Found r_diff of 0.337177 for scaling parameter of 4.100000.
Found r_diff of 0.342610 for scaling parameter of 4.120000.
Found r_diff of 0.324622 for scaling parameter of 4.140000.
Found r_diff of 0.352682 for scaling parameter of 4.160000.
Found r_diff of 0.342313 for scaling parameter of 4.180000.
Found r_diff of 0.347059 for scaling parameter of 4.200000.
Found r_diff of 0.344189 for scaling parameter of 4.220000.
Found r_diff of 0.347204 for scaling parameter of 4.240000.
Found r_diff of 0.336369 for scaling parameter of 4.260000.
Found r_diff of 0.346591 for scaling parameter of 4.280000.
Found r_diff of 0.336204 for scaling parameter of 4.300000.
Found r_diff of 0.350229 for scaling parameter of 4.320000.
Found r_diff of 0.333118 for scaling parameter of 4.340000.
Found r_diff of 0.335738 for scaling parameter of 4.360000.
Found r_diff of 0.334950 for scaling parameter of 4.380000.
Found r_diff of 0.334231 for scaling parameter of 4.400000.
Found r_diff of 0.335161 for scaling parameter of 4.420000.
Found r_diff of 0.343398 for scaling parameter of 4.440000.
Found r_diff of 0.336703 for scaling parameter of 4.460000.
Found r_diff of 0.324776 for scaling parameter of 4.480000.
Found r_diff of 0.340319 for scaling parameter of 4.500000.
Found r_diff of 0.349917 for scaling parameter of 4.520000.
Found r_diff of 0.319177 for scaling parameter of 4.540000.
Found r_diff of 0.330886 for scaling parameter of 4.560000.
Found r_diff of 0.325008 for scaling parameter of 4.580000.
Found r_diff of 0.320905 for scaling parameter of 4.600000.
Found r_diff of 0.323031 for scaling parameter of 4.620000.
Found r_diff of 0.324790 for scaling parameter of 4.640000.
Found r_diff of 0.326376 for scaling parameter of 4.660000.
Found r_diff of 0.333340 for scaling parameter of 4.680000.
Found r_diff of 0.329586 for scaling parameter of 4.700000.
Found r_diff of 0.324013 for scaling parameter of 4.720000.
Found r_diff of 0.333097 for scaling parameter of 4.740000.
Found r_diff of 0.324656 for scaling parameter of 4.760000.
Found r_diff of 0.346945 for scaling parameter of 4.780000.
Found r_diff of 0.326090 for scaling parameter of 4.800000.
Found r_diff of 0.324917 for scaling parameter of 4.820000.
Found r_diff of 0.323826 for scaling parameter of 4.840000.
Found r_diff of 0.322338 for scaling parameter of 4.860000.
Found r_diff of 0.322299 for scaling parameter of 4.880000.
Found r_diff of 0.318793 for scaling parameter of 4.900000.
Found r_diff of 0.325565 for scaling parameter of 4.920000.
Found r_diff of 0.321362 for scaling parameter of 4.940000.
Found r_diff of 0.301783 for scaling parameter of 4.960000.
Found r_diff of 0.305750 for scaling parameter of 4.980000.
Found r_diff of 0.304283 for scaling parameter of 5.000000.
Found r_diff of 0.324637 for scaling parameter of 5.020000.
Found r_diff of 0.292998 for scaling parameter of 5.040000.
Found r_diff of 0.295810 for scaling parameter of 5.060000.
Found r_diff of 0.306391 for scaling parameter of 5.080000.
Found r_diff of 0.308325 for scaling parameter of 5.100000.
Found r_diff of 0.303563 for scaling parameter of 5.120000.
Found r_diff of 0.307063 for scaling parameter of 5.140000.
Found r_diff of 0.304394 for scaling parameter of 5.160000.
Found r_diff of 0.322191 for scaling parameter of 5.180000.
Found r_diff of 0.300939 for scaling parameter of 5.200000.
Found r_diff of 0.289490 for scaling parameter of 5.220000.
Found r_diff of 0.279642 for scaling parameter of 5.240000.
Found r_diff of 0.301334 for scaling parameter of 5.260000.
Found r_diff of 0.313219 for scaling parameter of 5.280000.
Found r_diff of 0.307072 for scaling parameter of 5.300000.
Found r_diff of 0.307742 for scaling parameter of 5.320000.
Found r_diff of 0.298758 for scaling parameter of 5.340000.
Found r_diff of 0.303526 for scaling parameter of 5.360000.
Found r_diff of 0.308450 for scaling parameter of 5.380000.
Found r_diff of 0.291439 for scaling parameter of 5.400000.
Found r_diff of 0.287585 for scaling parameter of 5.420000.
Found r_diff of 0.294292 for scaling parameter of 5.440000.
Found r_diff of 0.295941 for scaling parameter of 5.460000.
Found r_diff of 0.288000 for scaling parameter of 5.480000.
Found r_diff of 0.296259 for scaling parameter of 5.500000.
Found r_diff of 0.296020 for scaling parameter of 5.520000.
Found r_diff of 0.291826 for scaling parameter of 5.540000.
Found r_diff of 0.287768 for scaling parameter of 5.560000.
Found r_diff of 0.288187 for scaling parameter of 5.580000.
Found r_diff of 0.304307 for scaling parameter of 5.600000.
Found r_diff of 0.289242 for scaling parameter of 5.620000.
Found r_diff of 0.289025 for scaling parameter of 5.640000.
Found r_diff of 0.305157 for scaling parameter of 5.660000.
Found r_diff of 0.298418 for scaling parameter of 5.680000.
Found r_diff of 0.290556 for scaling parameter of 5.700000.
Found r_diff of 0.280396 for scaling parameter of 5.720000.
Found r_diff of 0.279060 for scaling parameter of 5.740000.
Found r_diff of 0.300674 for scaling parameter of 5.760000.
Found r_diff of 0.279728 for scaling parameter of 5.780000.
Found r_diff of 0.293827 for scaling parameter of 5.800000.
Found r_diff of 0.297740 for scaling parameter of 5.820000.
Found r_diff of 0.299215 for scaling parameter of 5.840000.
Found r_diff of 0.292286 for scaling parameter of 5.860000.
Found r_diff of 0.299150 for scaling parameter of 5.880000.
Found r_diff of 0.282598 for scaling parameter of 5.900000.
Found r_diff of 0.291876 for scaling parameter of 5.920000.
Found r_diff of 0.281589 for scaling parameter of 5.940000.
Found r_diff of 0.294143 for scaling parameter of 5.960000.
Found r_diff of 0.281859 for scaling parameter of 5.980000.
Found r_diff of 0.288534 for scaling parameter of 6.000000.
Found r_diff of 0.275698 for scaling parameter of 6.020000.
Found r_diff of 0.278497 for scaling parameter of 6.040000.
Found r_diff of 0.283855 for scaling parameter of 6.060000.
Found r_diff of 0.289313 for scaling parameter of 6.080000.
Found r_diff of 0.289138 for scaling parameter of 6.100000.
Found r_diff of 0.263030 for scaling parameter of 6.120000.
Found r_diff of 0.275874 for scaling parameter of 6.140000.
Found r_diff of 0.279375 for scaling parameter of 6.160000.
Found r_diff of 0.281308 for scaling parameter of 6.180000.
Found r_diff of 0.247711 for scaling parameter of 6.200000.
Found r_diff of 0.281603 for scaling parameter of 6.220000.
Found r_diff of 0.271804 for scaling parameter of 6.240000.
Found r_diff of 0.273633 for scaling parameter of 6.260000.
Found r_diff of 0.278834 for scaling parameter of 6.280000.
Found r_diff of 0.270147 for scaling parameter of 6.300000.
Found r_diff of 0.266485 for scaling parameter of 6.320000.
Found r_diff of 0.262787 for scaling parameter of 6.340000.
Found r_diff of 0.272144 for scaling parameter of 6.360000.
Found r_diff of 0.259704 for scaling parameter of 6.380000.
Found r_diff of 0.263441 for scaling parameter of 6.400000.
Found r_diff of 0.281612 for scaling parameter of 6.420000.
Found r_diff of 0.267565 for scaling parameter of 6.440000.
Found r_diff of 0.269176 for scaling parameter of 6.460000.
Found r_diff of 0.279379 for scaling parameter of 6.480000.
Found r_diff of 0.276696 for scaling parameter of 6.500000.
Found r_diff of 0.283480 for scaling parameter of 6.520000.
Found r_diff of 0.276645 for scaling parameter of 6.540000.
Found r_diff of 0.264174 for scaling parameter of 6.560000.
Found r_diff of 0.261543 for scaling parameter of 6.580000.
Found r_diff of 0.257244 for scaling parameter of 6.600000.
Found r_diff of 0.270742 for scaling parameter of 6.620000.
Found r_diff of 0.256921 for scaling parameter of 6.640000.
Found r_diff of 0.251698 for scaling parameter of 6.660000.
Found r_diff of 0.247483 for scaling parameter of 6.680000.
Found r_diff of 0.258279 for scaling parameter of 6.700000.
Found r_diff of 0.258399 for scaling parameter of 6.720000.
Found r_diff of 0.249925 for scaling parameter of 6.740000.
Found r_diff of 0.259838 for scaling parameter of 6.760000.
Found r_diff of 0.241479 for scaling parameter of 6.780000.
Found r_diff of 0.253933 for scaling parameter of 6.800000.
Found r_diff of 0.272538 for scaling parameter of 6.820000.
Found r_diff of 0.237973 for scaling parameter of 6.840000.
Found r_diff of 0.253993 for scaling parameter of 6.860000.
Found r_diff of 0.252959 for scaling parameter of 6.880000.
Found r_diff of 0.242725 for scaling parameter of 6.900000.
Found r_diff of 0.239443 for scaling parameter of 6.920000.
Found r_diff of 0.259322 for scaling parameter of 6.940000.
Found r_diff of 0.262309 for scaling parameter of 6.960000.
Found r_diff of 0.242771 for scaling parameter of 6.980000.
Found r_diff of 0.253721 for scaling parameter of 7.000000.
Found r_diff of 0.265626 for scaling parameter of 7.020000.
Found r_diff of 0.252616 for scaling parameter of 7.040000.
Found r_diff of 0.255885 for scaling parameter of 7.060000.
Found r_diff of 0.232537 for scaling parameter of 7.080000.
Found r_diff of 0.246611 for scaling parameter of 7.100000.
Found r_diff of 0.247909 for scaling parameter of 7.120000.
Found r_diff of 0.246273 for scaling parameter of 7.140000.
Found r_diff of 0.249285 for scaling parameter of 7.160000.
Found r_diff of 0.249505 for scaling parameter of 7.180000.
Found r_diff of 0.247781 for scaling parameter of 7.200000.
Found r_diff of 0.255681 for scaling parameter of 7.220000.
Found r_diff of 0.238696 for scaling parameter of 7.240000.
Found r_diff of 0.251495 for scaling parameter of 7.260000.
Found r_diff of 0.233240 for scaling parameter of 7.280000.
Found r_diff of 0.213329 for scaling parameter of 7.300000.
Found r_diff of 0.225805 for scaling parameter of 7.320000.
Found r_diff of 0.239482 for scaling parameter of 7.340000.
Found r_diff of 0.246803 for scaling parameter of 7.360000.
Found r_diff of 0.235034 for scaling parameter of 7.380000.
Found r_diff of 0.258811 for scaling parameter of 7.400000.
Found r_diff of 0.244010 for scaling parameter of 7.420000.
Found r_diff of 0.251051 for scaling parameter of 7.440000.
Found r_diff of 0.244777 for scaling parameter of 7.460000.
Found r_diff of 0.233634 for scaling parameter of 7.480000.
Found r_diff of 0.229412 for scaling parameter of 7.500000.
Found r_diff of 0.230735 for scaling parameter of 7.520000.
Found r_diff of 0.240830 for scaling parameter of 7.540000.
Found r_diff of 0.239659 for scaling parameter of 7.560000.
Found r_diff of 0.230384 for scaling parameter of 7.580000.
Found r_diff of 0.231572 for scaling parameter of 7.600000.
Found r_diff of 0.222384 for scaling parameter of 7.620000.
Found r_diff of 0.212316 for scaling parameter of 7.640000.
Found r_diff of 0.216315 for scaling parameter of 7.660000.
Found r_diff of 0.256308 for scaling parameter of 7.680000.
Found r_diff of 0.239010 for scaling parameter of 7.700000.
Found r_diff of 0.228321 for scaling parameter of 7.720000.
Found r_diff of 0.231757 for scaling parameter of 7.740000.
Found r_diff of 0.222348 for scaling parameter of 7.760000.
Found r_diff of 0.225986 for scaling parameter of 7.780000.
Found r_diff of 0.226319 for scaling parameter of 7.800000.
Found r_diff of 0.221204 for scaling parameter of 7.820000.
Found r_diff of 0.237998 for scaling parameter of 7.840000.
Found r_diff of 0.241473 for scaling parameter of 7.860000.
Found r_diff of 0.236943 for scaling parameter of 7.880000.
Found r_diff of 0.215982 for scaling parameter of 7.900000.
Found r_diff of 0.227146 for scaling parameter of 7.920000.
Found r_diff of 0.211601 for scaling parameter of 7.940000.
Found r_diff of 0.233311 for scaling parameter of 7.960000.
Found r_diff of 0.222556 for scaling parameter of 7.980000.
Found r_diff of 0.234706 for scaling parameter of 8.000000.
Found r_diff of 0.226517 for scaling parameter of 8.020000.
Found r_diff of 0.223286 for scaling parameter of 8.040000.
Found r_diff of 0.228193 for scaling parameter of 8.060000.
Found r_diff of 0.227680 for scaling parameter of 8.080000.
Found r_diff of 0.220948 for scaling parameter of 8.100000.
Found r_diff of 0.219272 for scaling parameter of 8.120000.
Found r_diff of 0.217079 for scaling parameter of 8.140000.
Found r_diff of 0.220829 for scaling parameter of 8.160000.
Found r_diff of 0.197902 for scaling parameter of 8.180000.
Found r_diff of 0.207524 for scaling parameter of 8.200000.
Found r_diff of 0.225311 for scaling parameter of 8.220000.
Found r_diff of 0.219885 for scaling parameter of 8.240000.
Found r_diff of 0.213573 for scaling parameter of 8.260000.
Found r_diff of 0.221019 for scaling parameter of 8.280000.
Found r_diff of 0.209976 for scaling parameter of 8.300000.
Found r_diff of 0.204599 for scaling parameter of 8.320000.
Found r_diff of 0.218748 for scaling parameter of 8.340000.
Found r_diff of 0.200402 for scaling parameter of 8.360000.
Found r_diff of 0.206950 for scaling parameter of 8.380000.
Found r_diff of 0.199165 for scaling parameter of 8.400000.
Found r_diff of 0.222070 for scaling parameter of 8.420000.
Found r_diff of 0.212919 for scaling parameter of 8.440000.
Found r_diff of 0.212893 for scaling parameter of 8.460000.
Found r_diff of 0.196282 for scaling parameter of 8.480000.
Found r_diff of 0.198693 for scaling parameter of 8.500000.
Found r_diff of 0.194526 for scaling parameter of 8.520000.
Found r_diff of 0.208099 for scaling parameter of 8.540000.
Found r_diff of 0.187152 for scaling parameter of 8.560000.
Found r_diff of 0.189600 for scaling parameter of 8.580000.
Found r_diff of 0.214326 for scaling parameter of 8.600000.
Found r_diff of 0.191525 for scaling parameter of 8.620000.
Found r_diff of 0.188557 for scaling parameter of 8.640000.
Found r_diff of 0.218574 for scaling parameter of 8.660000.
Found r_diff of 0.208257 for scaling parameter of 8.680000.
Found r_diff of 0.206749 for scaling parameter of 8.700000.
Found r_diff of 0.212668 for scaling parameter of 8.720000.
Found r_diff of 0.208628 for scaling parameter of 8.740000.
Found r_diff of 0.206543 for scaling parameter of 8.760000.
Found r_diff of 0.200307 for scaling parameter of 8.780000.
Found r_diff of 0.199797 for scaling parameter of 8.800000.
Found r_diff of 0.204018 for scaling parameter of 8.820000.
Found r_diff of 0.193044 for scaling parameter of 8.840000.
Found r_diff of 0.198474 for scaling parameter of 8.860000.
Found r_diff of 0.201911 for scaling parameter of 8.880000.
Found r_diff of 0.187229 for scaling parameter of 8.900000.
Found r_diff of 0.197013 for scaling parameter of 8.920000.
Found r_diff of 0.192651 for scaling parameter of 8.940000.
Found r_diff of 0.194202 for scaling parameter of 8.960000.
Found r_diff of 0.220557 for scaling parameter of 8.980000.
Found r_diff of 0.178447 for scaling parameter of 9.000000.
Found r_diff of 0.206321 for scaling parameter of 9.020000.
Found r_diff of 0.201048 for scaling parameter of 9.040000.
Found r_diff of 0.195447 for scaling parameter of 9.060000.
Found r_diff of 0.191487 for scaling parameter of 9.080000.
Found r_diff of 0.199534 for scaling parameter of 9.100000.
Found r_diff of 0.198685 for scaling parameter of 9.120000.
Found r_diff of 0.202052 for scaling parameter of 9.140000.
Found r_diff of 0.191048 for scaling parameter of 9.160000.
Found r_diff of 0.175762 for scaling parameter of 9.180000.
Found r_diff of 0.183067 for scaling parameter of 9.200000.
Found r_diff of 0.174047 for scaling parameter of 9.220000.
Found r_diff of 0.203690 for scaling parameter of 9.240000.
Found r_diff of 0.200041 for scaling parameter of 9.260000.
Found r_diff of 0.195813 for scaling parameter of 9.280000.
Found r_diff of 0.178695 for scaling parameter of 9.300000.
Found r_diff of 0.180697 for scaling parameter of 9.320000.
Found r_diff of 0.179124 for scaling parameter of 9.340000.
Found r_diff of 0.197606 for scaling parameter of 9.360000.
Found r_diff of 0.185039 for scaling parameter of 9.380000.
Found r_diff of 0.168948 for scaling parameter of 9.400000.
Found r_diff of 0.176225 for scaling parameter of 9.420000.
Found r_diff of 0.183658 for scaling parameter of 9.440000.
Found r_diff of 0.186246 for scaling parameter of 9.460000.
Found r_diff of 0.170240 for scaling parameter of 9.480000.
Found r_diff of 0.175843 for scaling parameter of 9.500000.
Found r_diff of 0.186077 for scaling parameter of 9.520000.
Found r_diff of 0.190713 for scaling parameter of 9.540000.
Found r_diff of 0.174569 for scaling parameter of 9.560000.
Found r_diff of 0.184057 for scaling parameter of 9.580000.
Found r_diff of 0.191151 for scaling parameter of 9.600000.
Found r_diff of 0.186331 for scaling parameter of 9.620000.
Found r_diff of 0.164585 for scaling parameter of 9.640000.
Found r_diff of 0.182378 for scaling parameter of 9.660000.
Found r_diff of 0.184876 for scaling parameter of 9.680000.
Found r_diff of 0.159284 for scaling parameter of 9.700000.
Found r_diff of 0.186424 for scaling parameter of 9.720000.
Found r_diff of 0.184421 for scaling parameter of 9.740000.
Found r_diff of 0.164606 for scaling parameter of 9.760000.
Found r_diff of 0.176713 for scaling parameter of 9.780000.
Found r_diff of 0.167989 for scaling parameter of 9.800000.
Found r_diff of 0.163149 for scaling parameter of 9.820000.
Found r_diff of 0.185850 for scaling parameter of 9.840000.
Found r_diff of 0.173623 for scaling parameter of 9.860000.
Found r_diff of 0.179724 for scaling parameter of 9.880000.
Found r_diff of 0.184850 for scaling parameter of 9.900000.
Found r_diff of 0.182553 for scaling parameter of 9.920000.
Found r_diff of 0.161196 for scaling parameter of 9.940000.
Found r_diff of 0.165183 for scaling parameter of 9.960000.
Found r_diff of 0.163861 for scaling parameter of 9.980000.
Found r_diff of 0.178315 for scaling parameter of 10.000000.
Found r_diff of 0.171133 for scaling parameter of 10.020000.
Found r_diff of 0.172803 for scaling parameter of 10.040000.
Found r_diff of 0.176646 for scaling parameter of 10.060000.
Found r_diff of 0.187255 for scaling parameter of 10.080000.
Found r_diff of 0.162952 for scaling parameter of 10.100000.
Found r_diff of 0.173018 for scaling parameter of 10.120000.
Found r_diff of 0.175468 for scaling parameter of 10.140000.
Found r_diff of 0.175149 for scaling parameter of 10.160000.
Found r_diff of 0.163889 for scaling parameter of 10.180000.
Found r_diff of 0.164226 for scaling parameter of 10.200000.
Found r_diff of 0.172704 for scaling parameter of 10.220000.
Found r_diff of 0.170484 for scaling parameter of 10.240000.
Found r_diff of 0.159187 for scaling parameter of 10.260000.
Found r_diff of 0.172526 for scaling parameter of 10.280000.
Found r_diff of 0.167685 for scaling parameter of 10.300000.
Found r_diff of 0.164373 for scaling parameter of 10.320000.
Found r_diff of 0.152953 for scaling parameter of 10.340000.
Found r_diff of 0.156408 for scaling parameter of 10.360000.
Found r_diff of 0.164776 for scaling parameter of 10.380000.
Found r_diff of 0.162841 for scaling parameter of 10.400000.
Found r_diff of 0.164014 for scaling parameter of 10.420000.
Found r_diff of 0.162256 for scaling parameter of 10.440000.
Found r_diff of 0.152279 for scaling parameter of 10.460000.
Found r_diff of 0.168162 for scaling parameter of 10.480000.
Found r_diff of 0.166137 for scaling parameter of 10.500000.
Found r_diff of 0.173180 for scaling parameter of 10.520000.
Found r_diff of 0.158184 for scaling parameter of 10.540000.
Found r_diff of 0.162320 for scaling parameter of 10.560000.
Found r_diff of 0.155220 for scaling parameter of 10.580000.
Found r_diff of 0.154447 for scaling parameter of 10.600000.
Found r_diff of 0.163259 for scaling parameter of 10.620000.
Found r_diff of 0.150543 for scaling parameter of 10.640000.
Found r_diff of 0.162960 for scaling parameter of 10.660000.
Found r_diff of 0.153260 for scaling parameter of 10.680000.
Found r_diff of 0.162402 for scaling parameter of 10.700000.
Found r_diff of 0.164688 for scaling parameter of 10.720000.
Found r_diff of 0.161854 for scaling parameter of 10.740000.
Found r_diff of 0.160576 for scaling parameter of 10.760000.
Found r_diff of 0.164145 for scaling parameter of 10.780000.
Found r_diff of 0.161410 for scaling parameter of 10.800000.
Found r_diff of 0.149460 for scaling parameter of 10.820000.
Found r_diff of 0.150149 for scaling parameter of 10.840000.
Found r_diff of 0.152597 for scaling parameter of 10.860000.
Found r_diff of 0.158067 for scaling parameter of 10.880000.
Found r_diff of 0.161736 for scaling parameter of 10.900000.
Found r_diff of 0.144888 for scaling parameter of 10.920000.
Found r_diff of 0.144292 for scaling parameter of 10.940000.
Found r_diff of 0.145548 for scaling parameter of 10.960000.
Found r_diff of 0.161661 for scaling parameter of 10.980000.
Found r_diff of 0.148437 for scaling parameter of 11.000000.
Found r_diff of 0.152360 for scaling parameter of 11.020000.
